"ilmestymispaiva","kuvan_url"
"01.05.1891","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0054.jpg"
"01.05.1891","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0055.jpg"
"14.01.1901","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0060.jpg"
"14.01.1901","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0061.jpg"
"14.01.1901","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0062.jpg"
"14.01.1901","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0063.jpg"
"14.01.1901","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0064.jpg"
"14.01.1901","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0065.jpg"
"14.01.1901","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0066.jpg"
"11.01.1911","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0075.jpg"
"27.03.1911","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0076.jpg"
"12.01.1911","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0077.jpg"
"08.03.1911","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0078.jpg"
"11.01.1911","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0079.jpg"
"01.10.1917","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0081.jpg"
"15.10.1917","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0082.jpg"
"22.04.1918","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0083.jpg"
"25.10.1917","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0084.jpg"
"18.12.1917","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0085.jpg"
"24.11.1917","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0086.jpg"
"24.11.1917","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0087.jpg"
"18.12.1917","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0088.jpg"
"20.12.1917","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0089.jpg"
"05.03.1918","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0090.jpg"
"05.03.1918","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0091.jpg"
"07.03.1918","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0092.jpg"
"29.04.1918","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0093.jpg"
"08.05.1918","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0094.jpg"
"11.03.1918","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0095.jpg"
"27.03.1918","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0096.jpg"
"03.04.1918","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0097.jpg"
"10.12.1919","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0098.jpg"
"10.12.1919","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0099.jpg"
"04.12.1919","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0100.jpg"
"09.12.1919","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0101.jpg"
"23.12.1919","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0102.jpg"
"16.04.1920","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0103.jpg"
"07.05.1920","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0104.jpg"
"10.02.1919","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0105.jpg"
"16.01.1920","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0106.jpg"
"09.02.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0107.jpg"
"07.02.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0108.jpg"
"10.02.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0109.jpg"
"07.02.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0110.jpg"
"26.06.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0111.jpg"
"06.07.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0112.jpg"
"02.12.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0113.jpg"
"31.03.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0114.jpg"
"06.03.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0115.jpg"
"07.03.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0116.jpg"
"07.03.1921","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0117.jpg"
"15.05.1922","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0118.jpg"
"28.06.1924","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0119.jpg"
"01.06.1923","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0120.jpg"
"01.07.1924","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0121.jpg"
"07.11.1922","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0122.jpg"
"01.02.1929","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0125.jpg"
"07.04.1926","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0131.jpg"
"07.10.1925","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0137.jpg"
"06.12.1927","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0138.jpg"
"06.12.1927","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0139.jpg"
"10.11.1928","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0150.jpg"
"10.11.1928","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0151.jpg"
"01.06.1929","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0152.jpg"
"01.06.1929","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0153.jpg"
"01.06.1929","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0154.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0161.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0162.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0163.jpg"
"24.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0164.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0165.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0166.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0167.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0168.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0169.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0170.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0171.jpg"
"01.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0172.jpg"
"24.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0173.jpg"
"24.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0174.jpg"
"24.01.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0175.jpg"
"06.02.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0176.jpg"
"06.02.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0177.jpg"
"06.02.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0178.jpg"
"24.09.1930","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0179.jpg"
"01.01.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0180.jpg"
"01.01.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0181.jpg"
"01.01.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0182.jpg"
"01.01.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0183.jpg"
"01.01.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0184.jpg"
"01.03.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0185.jpg"
"01.03.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0186.jpg"
"15.10.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0187.jpg"
"15.12.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0188.jpg"
"01.01.1932","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0189.jpg"
"01.01.1932","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0190.jpg"
"01.01.1932","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0191.jpg"
"01.12.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0192.jpg"
"01.12.1931","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0193.jpg"
"01.01.1932","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0194.jpg"
"01.06.1932 ","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0195.jpg"
"01.03.1932","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0196.jpg"
"01.02.1932","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0197.jpg"
"01.02.1932","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0198.jpg"
"1.6.1932","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0199.jpg"
"20.01.1933","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0200.jpg"
"20.01.1933","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0201.jpg"
"20.01.1933","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0202.jpg"
"20.01.1934","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0203.jpg"
"20.01.1934","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0204.jpg"
"20.01.1934","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0205.jpg"
"10.10.1934 ","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0206.jpg"
"01.01.1935","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0207.jpg"
"01.01.1935","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0208.jpg"
"01.01.1935","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0209.jpg"
"28.02.1935","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0210.jpg"
"28.02.1935","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0211.jpg"
"28.02.1935","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0212.jpg"
"01.01.1936","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0213.jpg"
"01.01.1936","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0214.jpg"
"01.01.1936","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0215.jpg"
"13.12.1936","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0216.jpg"
"13.12.1936","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0217.jpg"
"01.01.1937","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0218.jpg"
"01.01.1937","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0219.jpg"
"01.01.1937","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0220.jpg"
"27.02.1937","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0221.jpg"
"04.06.1937","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0222.jpg"
"05.01.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0223.jpg"
"05.01.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0224.jpg"
"05.01.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0225.jpg"
"05.01.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0226.jpg"
"17.01.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0227.jpg"
"17.01.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0228.jpg"
"17.01.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0229.jpg"
"16.05.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0230.jpg"
"01.06.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0231.jpg"
"06.09.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0232.jpg"
"06.09.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0233.jpg"
"06.09.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0234.jpg"
"06.09.1938","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0235.jpg"
"02.01.1939","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0236.jpg"
"02.01.1939","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0237.jpg"
"02.01.1939","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0238.jpg"
"02.01.1939","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0239.jpg"
"01.03.1939","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0240.jpg"
"26.01.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0241.jpg"
"26.01.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0242.jpg"
"26.01.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0243.jpg"
"26.01.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0244.jpg"
"15.02.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0245.jpg"
"01.05.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0246.jpg"
"16.06.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0247.jpg"
"16.01.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0248.jpg"
"24.08.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0249.jpg"
"14.08.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0250.jpg"
"10.08.1940","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0251.jpg"
"02.01.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0252.jpg"
"02.01.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0253.jpg"
"02.01.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0254.jpg"
"02.01.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0255.jpg"
"24.05.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0256.jpg"
"24.05.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0257.jpg"
"30.08.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0258.jpg"
"30.08.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0259.jpg"
"30.08.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0260.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0261.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0262.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0263.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0264.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0265.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0266.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0267.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0268.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0269.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0270.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0271.jpg"
"31.12.1941","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0272.jpg"
"02.01.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0273.jpg"
"02.01.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0274.jpg"
"02.01.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0275.jpg"
"02.01.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0276.jpg"
"02.01.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0277.jpg"
"02.05.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0278.jpg"
"02.05.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0279.jpg"
"10.10.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0280.jpg"
"10.10.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0281.jpg"
"01.09.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0282.jpg"
"01.10.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0283.jpg"
"01.10.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0284.jpg"
"01.10.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0285.jpg"
"01.10.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0286.jpg"
"01.10.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0287.jpg"
"15.12.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0288.jpg"
"15.12.1942","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0289.jpg"
"02.01.1943","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0290.jpg"
"02.01.1943","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0291.jpg"
"02.01.1943","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0292.jpg"
"02.01.1943","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0293.jpg"
"01.02.1943","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0294.jpg"
"01.02.1943","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0295.jpg"
"01.02.1943","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0296.jpg"
"03.01.1944","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0297.jpg"
"03.01.1944","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0298.jpg"
"03.01.1944","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0299.jpg"
"03.01.1944","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0300.jpg"
"20.03.1944","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0301.jpg"
"20.03.1944","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0302.jpg"
"01.08.1944","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0303.jpg"
"01.12.1944","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0304.jpg"
"16.04.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0305.jpg"
"16.04.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0306.jpg"
"16.04.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0307.jpg"
"16.04.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0308.jpg"
"16.04.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0309.jpg"
"02.05.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0310.jpg"
"02.05.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0311.jpg"
"02.05.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0312.jpg"
"02.05.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0313.jpg"
"16.05.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0314.jpg"
"01.07.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0315.jpg"
"01.07.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0316.jpg"
"01.07.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0317.jpg"
"29.10.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0318.jpg"
"16.11.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0319.jpg"
"29.10.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0320.jpg"
"29.10.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0321.jpg"
"16.11.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0322.jpg"
"04.09.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0323.jpg"
"04.09.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0324.jpg"
"08.12.1945","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0325.jpg"
"07.01.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0326.jpg"
"07.01.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0327.jpg"
"07.01.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0328.jpg"
"07.01.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0329.jpg"
"24.01.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0330.jpg"
"24.01.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0331.jpg"
"16.10.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0332.jpg"
"16.03.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0333.jpg"
"01.06.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0334.jpg"
"02.09.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0335.jpg"
"02.09.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0336.jpg"
"19.09.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0337.jpg"
"03.12.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0338.jpg"
"03.12.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0339.jpg"
"14.12.1946","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0340.jpg"
"20.01.1947","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0341.jpg"
"09.06.1947","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0342.jpg"
"20.01.1947","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0343.jpg"
"10.02.1947","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0344.jpg"
"20.01.1947","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0345.jpg"
"10.02.1947","http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0346.jpg"
